# mini: 500, opt: adam, epochs:  100, beta: 0.9, CD-n: 1
# 
4.615349999999999731e-01	4.935350000000000015e-01	1.521352450000002009e-03
4.615400000000000058e-01	4.934850000000000070e-01	1.521616824999999463e-03
4.613650000000000251e-01	4.931150000000000255e-01	1.540066449999997642e-03
4.609849999999999781e-01	4.930950000000000055e-01	1.569849250000001717e-03
4.615699999999999803e-01	4.928000000000000158e-01	1.528704900000001261e-03
4.610299999999999954e-01	4.928250000000000131e-01	1.570141525000000229e-03
4.616549999999999820e-01	4.933600000000000207e-01	1.514428625000001144e-03
4.610349999999999726e-01	4.925499999999999878e-01	1.573773725000002406e-03
4.614949999999999886e-01	4.936650000000000205e-01	1.522767250000000693e-03
4.616399999999999948e-01	4.930350000000000010e-01	1.520000825000000257e-03
4.610449999999999826e-01	4.927050000000000041e-01	1.570709050000001095e-03
4.610699999999999799e-01	4.930100000000000038e-01	1.564405000000001567e-03
4.610299999999999954e-01	4.931949999999999945e-01	1.564968925000000339e-03
4.613999999999999768e-01	4.935849999999999960e-01	1.531112225000001758e-03
4.611149999999999971e-01	4.927500000000000213e-01	1.564605724999999867e-03
4.601450000000000262e-01	4.924600000000000088e-01	1.645272624999997860e-03
4.613499999999999823e-01	4.933649999999999980e-01	1.537845725000001364e-03
4.611899999999999888e-01	4.927900000000000058e-01	1.558200200000000755e-03
4.614699999999999913e-01	4.930300000000000238e-01	1.533141800000000507e-03
4.608550000000000146e-01	4.928750000000000075e-01	1.583096649999998686e-03
4.613900000000000223e-01	4.932849999999999735e-01	1.535823324999998664e-03
4.612200000000000188e-01	4.927449999999999886e-01	1.556523424999998713e-03
4.617950000000000110e-01	4.937849999999999739e-01	1.498248249999999419e-03
4.609150000000000191e-01	4.930399999999999783e-01	1.576078824999998943e-03
4.610699999999999799e-01	4.931249999999999800e-01	1.562810525000001786e-03
4.614199999999999968e-01	4.930649999999999755e-01	1.536510625000000584e-03
4.618200000000000083e-01	4.933000000000000163e-01	1.502602399999999070e-03
4.617749999999999910e-01	4.933899999999999952e-01	1.504842725000000948e-03
4.608149999999999746e-01	4.927300000000000013e-01	1.588317125000002000e-03
4.611149999999999971e-01	4.928049999999999931e-01	1.563811250000000323e-03
4.618800000000000128e-01	4.934850000000000070e-01	1.495579624999998939e-03
4.611299999999999844e-01	4.930050000000000265e-01	1.559806925000000810e-03
4.616999999999999993e-01	4.935450000000000115e-01	1.508557024999999897e-03
4.613300000000000178e-01	4.930700000000000083e-01	1.543393799999998430e-03
4.613749999999999796e-01	4.930200000000000138e-01	1.540611025000001525e-03
4.608450000000000046e-01	4.928000000000000158e-01	1.584954024999999430e-03
4.612850000000000006e-01	4.924799999999999733e-01	1.555401625000000414e-03
4.608999999999999764e-01	4.924149999999999916e-01	1.586342225000001837e-03
4.614800000000000013e-01	4.936099999999999932e-01	1.524622499999999953e-03
4.613399999999999723e-01	4.936900000000000177e-01	1.534411700000002038e-03
4.608599999999999919e-01	4.927949999999999831e-01	1.583851625000000807e-03
4.619150000000000200e-01	4.931849999999999845e-01	1.496911449999998710e-03
4.615949999999999775e-01	4.936249999999999805e-01	1.515584650000002115e-03
4.618300000000000183e-01	4.936900000000000177e-01	1.496764999999998427e-03
4.614599999999999813e-01	4.935849999999999960e-01	1.526483825000001394e-03
4.621100000000000207e-01	4.937449999999999894e-01	1.474777124999998665e-03
4.613499999999999823e-01	4.933250000000000135e-01	1.538378125000001203e-03
4.607550000000000257e-01	4.923350000000000226e-01	1.598922249999997500e-03
4.614750000000000241e-01	4.932549999999999990e-01	1.529670649999998171e-03
4.611950000000000216e-01	4.929299999999999793e-01	1.555812924999998639e-03
4.609349999999999836e-01	4.924499999999999988e-01	1.583076725000001324e-03
4.620699999999999807e-01	4.935100000000000042e-01	1.480805000000001270e-03
4.612249999999999961e-01	4.929899999999999838e-01	1.552640725000000669e-03
4.616950000000000220e-01	4.935849999999999960e-01	1.508425249999998221e-03
4.615549999999999931e-01	4.934299999999999797e-01	1.521182925000000904e-03
4.620850000000000235e-01	4.934649999999999870e-01	1.480253449999998369e-03
4.622299999999999742e-01	4.939899999999999847e-01	1.462693000000002104e-03
4.612350000000000061e-01	4.928899999999999948e-01	1.553277324999999612e-03
4.618950000000000000e-01	4.933549999999999880e-01	1.496147050000000206e-03
4.611350000000000171e-01	4.930800000000000183e-01	1.558374624999998327e-03
4.615549999999999931e-01	4.932150000000000145e-01	1.524054250000000249e-03
4.619099999999999873e-01	4.934999999999999942e-01	1.493098100000000896e-03
4.609550000000000036e-01	4.927900000000000058e-01	1.576496124999999648e-03
4.621850000000000125e-01	4.941300000000000137e-01	1.464431124999998829e-03
4.615349999999999731e-01	4.930749999999999855e-01	1.527511850000002301e-03
4.615799999999999903e-01	4.936650000000000205e-01	1.516228625000000428e-03
4.614050000000000096e-01	4.935350000000000015e-01	1.531370249999999215e-03
4.613599999999999923e-01	4.937150000000000150e-01	1.532550825000000535e-03
4.616299999999999848e-01	4.932300000000000018e-01	1.518089800000001167e-03
4.613249999999999851e-01	4.929649999999999865e-01	1.545246850000001277e-03
4.612700000000000133e-01	4.929749999999999965e-01	1.549363524999998985e-03
4.611950000000000216e-01	4.924049999999999816e-01	1.563512049999998474e-03
4.612100000000000088e-01	4.930350000000000010e-01	1.553175324999999307e-03
4.607749999999999901e-01	4.931249999999999800e-01	1.585866250000000964e-03
4.603149999999999742e-01	4.918899999999999939e-01	1.640671325000001967e-03
4.612299999999999733e-01	4.929950000000000165e-01	1.552182925000001766e-03
4.617649999999999810e-01	4.933549999999999880e-01	1.506071250000001705e-03
4.621649999999999925e-01	4.939549999999999774e-01	1.468029250000000771e-03
4.616299999999999848e-01	4.930499999999999883e-01	1.520559400000001324e-03
4.610150000000000081e-01	4.930749999999999855e-01	1.567785849999999565e-03
4.616500000000000048e-01	4.934049999999999825e-01	1.514216524999999723e-03
4.617450000000000165e-01	4.934049999999999825e-01	1.506939049999998824e-03
4.618700000000000028e-01	4.935249999999999915e-01	1.495822524999999804e-03
4.622950000000000115e-01	4.941699999999999982e-01	1.455655924999999266e-03
4.613650000000000251e-01	4.934950000000000170e-01	1.534978249999997693e-03
4.611049999999999871e-01	4.928150000000000031e-01	1.564445250000000764e-03
4.613200000000000078e-01	4.931300000000000128e-01	1.543339299999999361e-03
4.613650000000000251e-01	4.931849999999999845e-01	1.539107449999998264e-03
4.613949999999999996e-01	4.929799999999999738e-01	1.539626425000000355e-03
4.621600000000000152e-01	4.939200000000000257e-01	1.468831999999998692e-03
4.614849999999999786e-01	4.932349999999999790e-01	1.529170450000001940e-03
4.612850000000000006e-01	4.930149999999999810e-01	1.547641450000000361e-03
4.616649999999999920e-01	4.934799999999999742e-01	1.512082625000000851e-03
4.617999999999999883e-01	4.939999999999999947e-01	1.495240000000000978e-03
4.616500000000000048e-01	4.940050000000000274e-01	1.506662524999999178e-03
4.614150000000000196e-01	4.932400000000000118e-01	1.534499824999998371e-03
4.611950000000000216e-01	4.930800000000000183e-01	1.553714424999997961e-03
4.618599999999999928e-01	4.929850000000000065e-01	1.503869825000000299e-03
4.610850000000000226e-01	4.929950000000000165e-01	1.563447249999997844e-03
4.612800000000000233e-01	4.931949999999999945e-01	1.545546424999998157e-03
