# mini: 500, opt: vanilla, epochs:  100, beta: 0.9, CD-n: 1
# 
4.613749999999999796e-01	4.932250000000000245e-01	1.537791250000001327e-03
4.611700000000000244e-01	4.922050000000000036e-01	1.568530924999998093e-03
4.613650000000000251e-01	4.914749999999999952e-01	1.565338849999998007e-03
4.613200000000000078e-01	4.912949999999999817e-01	1.571919424999999784e-03
4.607450000000000156e-01	4.889350000000000085e-01	1.663389249999998494e-03
4.612100000000000088e-01	4.889999999999999902e-01	1.625664099999999572e-03
4.610899999999999999e-01	4.872449999999999837e-01	1.676678125000000390e-03
4.606399999999999939e-01	4.859350000000000058e-01	1.747033825000000222e-03
4.611999999999999988e-01	4.855949999999999989e-01	1.712944024999999999e-03
4.612999999999999878e-01	4.853899999999999881e-01	1.711142100000001250e-03
4.618849999999999900e-01	4.853299999999999836e-01	1.667962125000001282e-03
4.612899999999999778e-01	4.835249999999999826e-01	1.769889725000002275e-03
4.608949999999999991e-01	4.826150000000000162e-01	1.831439249999999679e-03
4.612649999999999806e-01	4.819599999999999995e-01	1.825841825000001613e-03
4.619800000000000018e-01	4.819200000000000150e-01	1.772406799999999430e-03
4.611049999999999871e-01	4.804849999999999954e-01	1.893656250000001024e-03
4.615500000000000158e-01	4.803499999999999992e-01	1.864524999999998822e-03
4.616000000000000103e-01	4.796300000000000008e-01	1.889496899999999063e-03
4.612800000000000233e-01	4.788200000000000234e-01	1.947830799999997024e-03
4.615500000000000158e-01	4.785200000000000009e-01	1.939792899999998868e-03
4.608149999999999746e-01	4.765900000000000136e-01	2.083492325000001460e-03
4.612600000000000033e-01	4.768149999999999888e-01	2.038331825000000170e-03
4.617450000000000165e-01	4.768249999999999988e-01	2.000525649999998663e-03
4.613599999999999923e-01	4.765449999999999964e-01	2.043186625000000759e-03
4.619599999999999818e-01	4.759950000000000014e-01	2.023281625000001444e-03
4.603650000000000242e-01	4.737199999999999744e-01	2.261571624999999218e-03
4.619800000000000018e-01	4.749050000000000216e-01	2.075279424999998922e-03
4.606549999999999812e-01	4.737049999999999872e-01	2.239456050000002314e-03
4.606950000000000212e-01	4.730400000000000160e-01	2.271724624999997208e-03
4.604249999999999732e-01	4.721150000000000069e-01	2.343753850000001877e-03
4.611350000000000171e-01	4.723550000000000249e-01	2.274734249999997310e-03
4.616049999999999875e-01	4.723849999999999993e-01	2.236764250000001196e-03
4.611000000000000099e-01	4.711400000000000032e-01	2.346109599999999205e-03
4.619150000000000200e-01	4.717600000000000127e-01	2.247964824999997870e-03
4.614400000000000168e-01	4.708249999999999935e-01	2.338054224999999101e-03
4.612100000000000088e-01	4.704450000000000021e-01	2.378162124999999138e-03
4.617149999999999865e-01	4.699450000000000016e-01	2.369044250000001007e-03
4.617350000000000065e-01	4.695500000000000229e-01	2.391412724999997848e-03
4.612899999999999778e-01	4.693749999999999867e-01	2.436354725000002691e-03
