# mini: 500, opt: rmsprop, epochs:  100, beta: 0.9, CD-n: 1
# 
1.856520939822656544e+02	5.507243481498640403e-01	1.611929360254945323e+03	1.190677755091877899e-01
1.820664713779008821e+02	-1.938797842360884260e-01	1.573678644918480131e+03	1.259081116288391922e-01
1.889147956090258162e+02	4.478087255722085214e-01	1.627187500041445674e+03	1.259645255035575229e-01
1.844806222886295473e+02	-3.983430914197914063e-01	1.589537865761122930e+03	1.302117386712267066e-01
1.790162003842110323e+02	2.287237126535263121e-01	1.583282258026332329e+03	1.171762366393238608e-01
1.828463836120364761e+02	3.341092130349884171e-01	1.644817097387187914e+03	1.204068405045619627e-01
1.872554405084135283e+02	-7.639047335084958590e-02	1.640353920247087217e+03	1.231507397041182728e-01
1.864542839411312514e+02	7.364573618278021927e-01	1.633491606352778945e+03	1.213013322688487605e-01
1.828061815147398192e+02	4.607294873692299175e-01	1.617909602623192541e+03	1.228140301788747113e-01
1.859432709188477304e+02	6.488329444820918335e-01	1.597329126901599011e+03	1.252879318978468159e-01
1.798663392633541207e+02	5.883384222549650211e-01	1.587512489986250330e+03	1.293029800492486725e-01
1.897226923696793790e+02	8.481629072967488137e-01	1.743942071236563834e+03	1.175651481997215253e-01
1.887339397140853521e+02	4.533394833393237233e-01	1.635850817780084071e+03	1.276595744680850686e-01
1.887559270592581981e+02	5.575774800204472692e-01	1.662378178375601465e+03	1.240496198479392742e-01
1.818645100067629983e+02	4.718683025067366144e-01	1.571674108775231844e+03	1.233191702074480922e-01
1.926720010795548887e+02	7.598507849638809208e-01	1.698150306679798632e+03	1.191792419941231085e-01
1.875393292085689438e+02	-2.517931001942448344e-01	1.644614720307803964e+03	1.191792419941231085e-01
1.834638929053888887e+02	7.604113524056099749e-02	1.628620052384333576e+03	1.259081116288391922e-01
1.843710931789471204e+02	4.941517822894803125e-01	1.576334372642530298e+03	1.218611152713293677e-01
1.856897950884754493e+02	6.151853525988528748e-01	1.590630220618231078e+03	1.226457511115550680e-01
1.800016666589506826e+02	4.346966815833269715e-01	1.543548004270998263e+03	1.300980638672366574e-01
1.839847819793800170e+02	4.254155316600949366e-01	1.619306151939459141e+03	1.214692085038426850e-01
1.882994954852508158e+02	1.824262678952707217e-01	1.611691937039101276e+03	1.287924452481414850e-01
1.844443005354190745e+02	7.007039230336734592e-01	1.583380718078151176e+03	1.282257254744452180e-01
1.866003751335993286e+02	7.424375781322904988e-01	1.553581448654769474e+03	1.187892064124265179e-01
1.833128473402778127e+02	6.225598639024836345e-01	1.581273529241825827e+03	1.198485074998754119e-01
1.890909833915937952e+02	3.907488576428135296e-01	1.633843083704114179e+03	1.212453846921464073e-01
1.841998914223349857e+02	3.870781567434204984e-01	1.613882546069397904e+03	1.244995996797437776e-01
1.852557691409365930e+02	5.733836323139628321e-01	1.603382393561873869e+03	1.242183200760418327e-01
1.856693297235706552e+02	4.111074573067713400e-01	1.576224550459256534e+03	1.257953008366314851e-01
1.867964132417964720e+02	7.432762888987100025e-01	1.586717078969548083e+03	1.177875049741345936e-01
1.869374226847048419e+02	4.095977617773851609e-01	1.611082661103057035e+03	1.259645255035575229e-01
1.865663420877409919e+02	7.827213420720474657e-01	1.655505340774492652e+03	1.251189105292145332e-01
1.786770830296935344e+02	3.063644033406790479e-01	1.565804348494681108e+03	1.288491485407143866e-01
1.845944202840378239e+02	5.172331321376903990e-01	1.592232265360577003e+03	1.289058575303927423e-01
1.821680542795580209e+02	-2.306349024107650081e-01	1.607551041337032984e+03	1.300980638672366574e-01
1.824091554719773285e+02	4.198018899663312764e-01	1.603032641430701233e+03	1.238809702425607284e-01
1.889068553546959208e+02	6.055942390393835861e-01	1.687047090260094819e+03	1.261338010523678221e-01
1.814998622589008903e+02	4.810153070105486206e-01	1.609563078985943321e+03	1.279425789288761717e-01
1.833638459457043552e+02	3.376187008878931417e-01	1.568407285291805920e+03	1.222532960447462180e-01
1.856970651356666053e+02	5.496407148963593503e-01	1.616417187824556549e+03	1.272636067218460010e-01
1.840804172094359501e+02	6.907465618280834718e-01	1.645854310958019596e+03	1.205185739217153884e-01
1.869898392961499951e+02	3.373660986244805260e-01	1.637697641938180595e+03	1.241058476314340631e-01
1.859784933802830835e+02	6.743456902495632566e-01	1.577134976199012272e+03	1.254006410256409687e-01
1.825784762780103847e+02	5.412832761955460592e-01	1.579641676864095416e+03	1.297003820631410509e-01
1.858372944271413019e+02	8.297645132758169062e-01	1.620954389244387585e+03	1.218051118210863315e-01
1.865647340737257309e+02	4.765728637477766316e-01	1.579734673029215173e+03	1.261902375463566095e-01
1.816650764456393858e+02	6.968541342760108392e-01	1.558789154033481282e+03	1.204068405045619627e-01
