# mini: 500, opt: vanilla, epochs:  100, beta: 0.9, CD-n: 1
# 
1.805920817754754069e+02	5.629695118526364395e-01	1.382741739031951283e+03	1.022710550841221533e-01
1.818672592854469769e+02	6.661185922464374354e-01	1.413198367452402636e+03	9.651605347906699883e-02
1.817767861966978558e+02	4.900059590122185504e-01	1.351347407620231479e+03	1.102766798418972627e-01
1.868494046016737968e+02	2.071955023819647135e-01	1.416887918910803819e+03	1.166766050486980344e-01
1.865443646964442621e+02	4.753133581374071603e-01	1.369233638700866777e+03	1.243308150297692816e-01
1.862017722794280985e+02	4.682505487257506704e-01	1.382685723098836888e+03	1.236561828091404802e-01
1.916108034532499858e+02	1.648054936748178934e-01	1.450421917598319851e+03	1.326042034171663886e-01
1.904376538397803245e+02	-3.390928913878070716e-01	1.411282268422483185e+03	1.353508816248167879e-01
1.900623581880431061e+02	3.813793990212835938e-01	1.397784837795635667e+03	1.440790143569901094e-01
1.916314170484579051e+02	5.475175552851490046e-01	1.368328791785076646e+03	1.472915709399091888e-01
1.954515285179422790e+02	1.311274272915354810e-01	1.649710658220996720e+03	1.590076847697148299e-01
1.921764813914543595e+02	5.384321417099728890e-01	1.633271255403376927e+03	1.576940909793416168e-01
1.979648958780318537e+02	6.876055297516251441e-01	1.699097485553327033e+03	1.656206234763213381e-01
1.949038224355797411e+02	5.817483723219721847e-01	1.642967538409182453e+03	1.736564474852457796e-01
1.982576606338327565e+02	5.801916607601003140e-01	1.629514593578622453e+03	1.687122945704180310e-01
1.967226473998354948e+02	5.806164389774215451e-02	1.664710793701358625e+03	1.809343633401649942e-01
1.979067962451011908e+02	7.389185548004446602e-01	1.862355476284478300e+03	1.854821692340156147e-01
1.975909916974961504e+02	1.404146124957237340e-01	2.083748764994040357e+03	1.936683310315521211e-01
1.918379524494566795e+02	6.050067197593393953e-01	2.037911526226860360e+03	1.948742489498591635e-01
1.976529787278704191e+02	2.326987909881280681e-01	2.088703623051648265e+03	1.948742489498591635e-01
1.960196418729510697e+02	6.171936732287486294e-01	2.054392285250487021e+03	1.997864388681260817e-01
2.006083248521855182e+02	4.271087468431069567e-01	2.111240876504204607e+03	1.997223853504885849e-01
2.038298309865364217e+02	6.442019063792440159e-01	2.186967192359220007e+03	2.028690718338508336e-01
2.007214487791476643e+02	4.805245323930366075e-01	2.130635213400867542e+03	2.141776529068510904e-01
1.997776263749271664e+02	4.175797223495539834e-01	2.124725411081891707e+03	2.108411013524436051e-01
2.027708065772782788e+02	3.529934604413675903e-02	2.158766487197157403e+03	2.094725511302475418e-01
2.030588584622695123e+02	7.883200881328005227e-01	2.177806082222182340e+03	2.163464140730717578e-01
1.993231045313111736e+02	-2.519663236469329437e-01	2.323662001055628934e+03	2.132599071374581268e-01
2.006372348294304118e+02	4.399020026264733874e-01	2.334787419761494220e+03	2.234986660859150653e-01
2.035369745279712106e+02	3.432575599145933909e-01	2.379780425127803483e+03	2.270394233919406091e-01
1.974869615949367017e+02	1.096889701690145769e-01	2.294679137132853157e+03	2.216363142158195298e-01
1.997828821495975831e+02	4.738184861868910414e-01	2.306616860350879051e+03	2.163464140730717578e-01
2.017334875522653590e+02	5.607694337828890152e-01	2.340046687137614299e+03	2.318824690275189671e-01
2.043120162888125435e+02	3.741704698057135570e-01	2.402332336614801079e+03	2.173347778981582490e-01
1.989663288096757299e+02	4.115897316377215009e-02	2.316677216679506728e+03	2.252998909487458068e-01
2.005484978752022300e+02	4.052518912010286689e-01	2.334612623918547797e+03	2.283137469253895269e-01
2.015083124836293109e+02	5.392778274594431931e-01	2.339552909805865056e+03	2.301291876505364709e-01
2.030352186198246898e+02	4.157007070006962790e-01	2.364679375517344397e+03	2.236319085216444957e-01
2.025361696092823820e+02	6.105893008178999715e-01	2.366098296943394871e+03	2.261690402138920586e-01
2.062813612520530171e+02	7.510743948997400388e-01	2.433172240325416624e+03	2.292544171544226295e-01
2.038666230651795388e+02	6.347278625664518614e-01	2.383371833570843137e+03	2.283808899092598654e-01
2.010656609170248146e+02	5.393478629596412111e-01	2.354390261688925875e+03	2.250994929946028567e-01
1.989798984822336365e+02	2.275476056210388176e-01	2.299536269954217914e+03	2.279110431123982927e-01
2.007109862463935883e+02	-3.724874895350502868e-01	2.319262568519806337e+03	2.261690402138920586e-01
2.048553147955893223e+02	6.006360859328194746e-01	2.403908983827485372e+03	2.292544171544226295e-01
2.016601100862538090e+02	4.255723382127968302e-01	2.333711759977928523e+03	2.298598949211909659e-01
1.981643257501208097e+02	4.222830468152775074e-01	2.270157571848379121e+03	2.282466112811543102e-01
2.013993545173370023e+02	-4.434059209145668756e-01	2.330286679664466646e+03	2.382631694952612733e-01
2.041359840890380610e+02	3.156492697497682576e-01	2.386998469798481437e+03	2.293889162426827610e-01
2.046071846245874042e+02	3.583231788142675622e-01	2.375738075656739511e+03	2.361516034985422507e-01
2.035175668093543209e+02	-3.707202228947927836e-01	2.368945348477226617e+03	2.434017595307917947e-01
2.042464197972635134e+02	1.149052735898449251e-01	2.384847479760848728e+03	2.403819616934370629e-01
2.041354942189133510e+02	3.384625482695571286e-01	2.391749611806585563e+03	2.371724289804006958e-01
2.040718010897145120e+02	6.000714990995466014e-01	2.382214889095896979e+03	2.451241134751773743e-01
2.072541917549558264e+02	6.163622008395217566e-01	2.423593992046507537e+03	2.403819616934370629e-01
2.039146880437993161e+02	5.022193186936692033e-01	2.380425780520657099e+03	2.422332780541736064e-01
2.036806323635116769e+02	5.695238755529719032e-01	2.359178248558939231e+03	2.371043214973851398e-01
2.045260374622263271e+02	5.949210602885681709e-01	2.398094468125498679e+03	2.517825311942958333e-01
2.012130711459869303e+02	4.737706373755223854e-01	2.298185199400194051e+03	2.510856252087740881e-01
2.022765433756470088e+02	2.536235953108391117e-01	2.322599067754886619e+03	2.491384102279043944e-01
2.024052864922257982e+02	1.680294492611454915e-01	2.321535503404969404e+03	2.528991971454059851e-01
2.072385099348091728e+02	5.952843705065512525e-01	2.413644104351969872e+03	2.482364050436038916e-01
2.015586763203211831e+02	3.150472618432897942e-01	2.303631147574203169e+03	2.601357034710929383e-01
2.011743025338971904e+02	1.003211684161953166e-01	2.304197865774874572e+03	2.534582775546629918e-01
2.043337955405321793e+02	-5.035461363028348458e-02	2.566735995364086193e+03	2.605598249845739733e-01
2.052045321136938298e+02	5.583722010613494380e-01	2.388300069830883785e+03	2.652440740949271181e-01
2.044575750614293099e+02	3.796729493186951077e-01	2.330618427925401647e+03	2.655290871205722159e-01
2.023447553063829787e+02	6.478936748983395999e-01	2.487815092448068754e+03	2.647456100855469785e-01
2.089916266265230149e+02	8.328016157906402706e-01	2.625019380245328193e+03	2.727684639782510523e-01
2.066823649951780340e+02	4.105155384188251544e-01	2.608934138049665307e+03	2.721920289855073172e-01
2.064759065847635497e+02	6.237211386801729818e-01	2.592765855656686654e+03	2.751517902740736599e-01
2.069045673734632658e+02	1.796938342158705959e-01	2.592220333640433182e+03	2.725522396511694811e-01
2.087759564700878059e+02	5.861372067955200604e-01	2.603661636360820921e+03	2.800182273866484994e-01
2.059980582432756648e+02	8.484784008339061323e-01	2.545654377865678725e+03	2.752965211962998815e-01
2.074034715235017359e+02	7.146041470178512434e-01	2.578643364127142831e+03	2.892713711990819725e-01
2.059196445218376823e+02	2.948693368247760072e-01	2.558189952740154695e+03	2.870561282932417857e-01
2.107676445757270471e+02	2.447263129345504939e-01	2.624128919759540622e+03	2.981341343654324572e-01
2.089660259468031427e+02	6.584340358150316819e-01	2.617088421306692453e+03	2.932780847145488590e-01
2.074733717853932262e+02	7.355048102433145996e-01	2.597138254017438157e+03	2.996356486033195932e-01
2.123068533985655222e+02	1.008853100600856090e-01	2.607383897969747977e+03	3.049184135648337346e-01
